desc_id,model,layer,unit,desc_idx,description,auc,mad,p_value
Llama-3.1-8B-Instruct_L0_U9811_D5,Llama-3.1-8B-Instruct,0,9811,5,First-person plural pronouns in the context of sharing information or opinions,0.5118,0.0102214549900404,0.8981389566042375
Llama-3.1-8B-Instruct_L0_U10081_D1,Llama-3.1-8B-Instruct,0,10081,1,"Themes of locking, statistics, and events, often involving specific names or locations",0.6531,0.3607434439934268,0.0954283466324402
Llama-3.1-8B-Instruct_L0_U10081_D2,Llama-3.1-8B-Instruct,0,10081,2,"Discussions of long-term strategies, often related to healthcare, business, education, or personal development",0.3392,-0.4001365764562277,0.0798904438949825
Llama-3.1-8B-Instruct_L0_U10081_D3,Llama-3.1-8B-Instruct,0,10081,3,"Numbers, predominantly related to versions, statistics, and dates, often appearing in the context of software, games, or scientific publications",0.1568,-0.819673595296076,0.0001851109508637
Llama-3.1-8B-Instruct_L0_U10081_D4,Llama-3.1-8B-Instruct,0,10081,4,"Repairing or improving something related to a house, with the highlighted spans referencing a specific part or aspect of that improvement",0.1506,-0.8693861541818115,0.0001411973302221
Llama-3.1-8B-Instruct_L0_U10081_D5,Llama-3.1-8B-Instruct,0,10081,5,"Discussions of personal care, hobbies, or products, sometimes with brands or locations",0.0083,-2.0522780321083993,8.490753085334326e-08
Llama-3.1-8B-Instruct_L0_U10095_D1,Llama-3.1-8B-Instruct,0,10095,1,"Second-person pronouns in the context of agreements, often related to financial or legal matters, such as leases, contracts, or services",0.9998,16.018698352019264,5.191509412250656e-08
Llama-3.1-8B-Instruct_L0_U10095_D2,Llama-3.1-8B-Instruct,0,10095,2,"Agreement between an individual and another entity or entities, or between multiple entities",0.1957,-1.45903223171123,0.000917380090473
Llama-3.1-8B-Instruct_L0_U10095_D3,Llama-3.1-8B-Instruct,0,10095,3,"Agreements, contracts, or legal documents, especially those related to services, sales, or business arrangements",0.0315,-2.5991784866599112,3.332179227771613e-07
Llama-3.1-8B-Instruct_L0_U10095_D4,Llama-3.1-8B-Instruct,0,10095,4,"Agreements or contracts, often involving financial aspects, in politics, business, or entertainment",0.0275,-2.990246928220465,2.6440580190198573e-07
Llama-3.1-8B-Instruct_L0_U10095_D5,Llama-3.1-8B-Instruct,0,10095,5,Agreements or legal processes,0.0106,-3.3785148014417485,9.750217847066736e-08
Llama-3.1-8B-Instruct_L0_U10609_D1,Llama-3.1-8B-Instruct,0,10609,1,"Items related to books, toys, and other retail products, frequently appearing with sets or collections",0.6322,0.376536514244931,0.1499427153590988
Llama-3.1-8B-Instruct_L0_U10609_D2,Llama-3.1-8B-Instruct,0,10609,2,"Recounting an event, often involving detailed descriptions of specific actions, locations, or individuals",0.4734,-0.0831813353122595,0.7723869104933703
Llama-3.1-8B-Instruct_L0_U10609_D3,Llama-3.1-8B-Instruct,0,10609,3,"Enjoyment, ease,  creation, improvement, online training,  information seeking, and building",0.4691,-0.111835844950637,0.7367944656899885
Llama-3.1-8B-Instruct_L0_U10609_D4,Llama-3.1-8B-Instruct,0,10609,4,"Police brutality, airline services, job postings, workshops or programs, unauthorized disclosure of information, road accidents, forklift training, exploitation of young girls, unclaimed property laws, tourism, socialist party, protests and land acquisitions, inspections, office space, employment law, health care reform, building funds, and dental care",0.2764999999999999,-0.6121408427325294,0.0149157004227971
Llama-3.1-8B-Instruct_L0_U10609_D5,Llama-3.1-8B-Instruct,0,10609,5,"Medical conditions, technical specifications, or academic citations",0.1503999999999999,-1.0711717759016968,0.0001399591959548
Llama-3.1-8B-Instruct_L0_U10851_D1,Llama-3.1-8B-Instruct,0,10851,1,"Sports game summaries, car racing recaps, and descriptions of political and social events, often including specific numerical data like scores, rankings, years, or amounts of money",0.6926,0.5371772722598562,0.03592516992286
Llama-3.1-8B-Instruct_L0_U10851_D2,Llama-3.1-8B-Instruct,0,10851,2,"Concepts related to technical specifications, benchmarks, and standards, often appearing with version numbers or specific products/technologies",0.48,-0.0783009556739953,0.8279362566399692
Llama-3.1-8B-Instruct_L0_U10851_D3,Llama-3.1-8B-Instruct,0,10851,3,"Discussions of difficult situations, romantic relationships, health, and career paths",0.4647,-0.097049775714104,0.7009503045375028
Llama-3.1-8B-Instruct_L0_U10851_D4,Llama-3.1-8B-Instruct,0,10851,4,"Speleology, views from rooms, geological formations, community events, dykes, wilderness, international trade and diplomacy, distances and travel routes, limousine rental services, childcare, tickets for shows, family reunions, historical buildings, theaters, hotels, obituaries, performing arts seasons, ecology and evolution, fishing trips",0.4557,-0.1369376276318698,0.6297418577890953
Llama-3.1-8B-Instruct_L0_U10851_D5,Llama-3.1-8B-Instruct,0,10851,5,"Appliances, vehicles, sea creatures, or RNA viruses",0.2406,-0.764942518808579,0.0047201149778738
Llama-3.1-8B-Instruct_L0_U12733_D1,Llama-3.1-8B-Instruct,0,12733,1,"Themes of social commentary, policy, or legal proceedings",0.9975,3.8761487951604,5.974401278504218e-08
Llama-3.1-8B-Instruct_L0_U12733_D2,Llama-3.1-8B-Instruct,0,12733,2,"Causality, provision, use cases, defined entities, results, resumes, ultimate concern, addition of services, influence, withheld or returned money, explanations of differences within suites of documents, small size, webpage origin, abstract syntax tree (AST), PayPal, zero values in fields, fine details, sustained injuries involving permanent damage, and subscribed footers",0.9931,3.147263754541545,7.802852549033112e-08
Llama-3.1-8B-Instruct_L0_U12733_D3,Llama-3.1-8B-Instruct,0,12733,3,"Punctuation, conjunctions, and adverbs",0.9914,3.119324061425085,8.645621026039616e-08
Llama-3.1-8B-Instruct_L0_U12733_D4,Llama-3.1-8B-Instruct,0,12733,4,"Changes in occupation or activity, and specific places or locations",0.9896,2.778680437756901,9.63388623641681e-08
Llama-3.1-8B-Instruct_L0_U12733_D5,Llama-3.1-8B-Instruct,0,12733,5,"Locations, proper nouns, and numbers in relation to events, discussions, or announcements",0.9838,2.480268967965842,1.3619478339782246e-07
Llama-3.1-8B-Instruct_L0_U12865_D1,Llama-3.1-8B-Instruct,0,12865,1,"Navigational instructions, positive feedback or excitement, or descriptions of design choices",0.9776,2.558146317356116,1.9634908171596067e-07
Llama-3.1-8B-Instruct_L0_U12865_D2,Llama-3.1-8B-Instruct,0,12865,2,"Discussions of locations, times, and activities",0.9469,1.819363106893704,1.125657171320246e-06
Llama-3.1-8B-Instruct_L0_U12865_D3,Llama-3.1-8B-Instruct,0,12865,3,"Pieces of music, vehicle parts, digital content availability, pacemaker information, microscope reticles, polyester fabrics, airplane flights, or hospital room alarms",0.7988,0.8501275286325481,0.0011347628122104
Llama-3.1-8B-Instruct_L0_U12865_D4,Llama-3.1-8B-Instruct,0,12865,4,"Time periods, events, or entities relating to times or dates",0.7266999999999999,0.742173617887742,0.0135384313153398
Llama-3.1-8B-Instruct_L0_U12865_D5,Llama-3.1-8B-Instruct,0,12865,5,"Discussions about procedures, instructions, or plans, often related to computer systems, websites, or legal processes",0.4286999999999999,-0.2622928349811096,0.4376031819995847
Llama-3.1-8B-Instruct_L0_U13480_D1,Llama-3.1-8B-Instruct,0,13480,1,"Tours and travel, especially hiking and events relating to fashion and beauty",0.2546,-0.8645332572589596,0.0075173286727432
Llama-3.1-8B-Instruct_L0_U13480_D2,Llama-3.1-8B-Instruct,0,13480,2,Events or situations happening after a specific point in time or after another event has occurred,0.0657,-2.304607005391483,2.233934490350943e-06
Llama-3.1-8B-Instruct_L0_U13480_D3,Llama-3.1-8B-Instruct,0,13480,3,"Material properties, specifications, product manufacturing or improvement, especially those related to construction, vehicles, electronics, or chemical materials",0.0129,-3.0337559076178375,1.1189682029062597e-07
Llama-3.1-8B-Instruct_L0_U13480_D4,Llama-3.1-8B-Instruct,0,13480,4,"New situations, projects, or initiatives, often related to education, technology, or policy, along with discussion of the benefits and usefulness of these new ventures",0.0075,-3.225251924322764,8.09078951042024e-08
Llama-3.1-8B-Instruct_L0_U13480_D5,Llama-3.1-8B-Instruct,0,13480,5,"Numbers, wiki, sites, and assignments",0.0072,-3.1097048005182697,7.945558028199424e-08
Llama-3.1-8B-Instruct_L20_U99_D1,Llama-3.1-8B-Instruct,20,99,1,"Legal cases, music festivals, software development, and caving expeditions",0.8694000000000001,1.1867860875527143,5.722878202662697e-05
Llama-3.1-8B-Instruct_L20_U99_D2,Llama-3.1-8B-Instruct,20,99,2,"Concepts of capability, high quality, and comprehensiveness related to education, training, and practice, often with a focus on examinations or assessments",0.7727999999999999,0.7799166784692878,0.0029632200012882
Llama-3.1-8B-Instruct_L20_U99_D3,Llama-3.1-8B-Instruct,20,99,3,"Accommodation, services, and products",0.6788000000000001,0.4988952485408154,0.051483612717613
Llama-3.1-8B-Instruct_L20_U99_D4,Llama-3.1-8B-Instruct,20,99,4,"Experiences, observations, or opinions related to personal life events, often including specific details or examples",0.4234,-0.1681867314087076,0.4042872714777109
Llama-3.1-8B-Instruct_L20_U99_D5,Llama-3.1-8B-Instruct,20,99,5,"Locations, events, or creative works and their associated attributes",0.3231,-0.441317324004263,0.0540137021056863
Llama-3.1-8B-Instruct_L20_U3032_D1,Llama-3.1-8B-Instruct,20,3032,1,"Locations, times, dates, and numbers related to events or incidents, often involving birds, sports teams, or legal proceedings",0.8419,1.1336225824186663,0.0001958181555779
Llama-3.1-8B-Instruct_L20_U3032_D2,Llama-3.1-8B-Instruct,20,3032,2,"Music-related publications, travel itineraries, charitable projects, home repairs, traffic accidents, antique books, website development, vehicle safety technologies, medical information, audio equipment specifications, vehicle reviews, and discussions of neurological diseases",0.6712,0.4882741710083955,0.0622337175290549
Llama-3.1-8B-Instruct_L20_U3032_D3,Llama-3.1-8B-Instruct,20,3032,3,"Numbers, especially years or dates, related to events, activities, topics, or information, often in the context of website updates, conferences, or reports",0.5592,0.2053879586127575,0.5193023650311186
Llama-3.1-8B-Instruct_L20_U3032_D4,Llama-3.1-8B-Instruct,20,3032,4,"Use of, consumption of, creation of, or discussion of food or food-related items",0.4333,-0.1272607126184355,0.4677582400599092
Llama-3.1-8B-Instruct_L20_U3032_D5,Llama-3.1-8B-Instruct,20,3032,5,"Concepts of marketing, advertising, and audience engagement, often in the context of online platforms",0.3315,-0.407464705171281,0.0664743963152553
Llama-3.1-8B-Instruct_L20_U3740_D1,Llama-3.1-8B-Instruct,20,3740,1,"Discussions of a person's skill/proficiency in a particular area, especially related to training, experience, and qualifications",0.8047,1.2626410329364122,0.0009031824111469
Llama-3.1-8B-Instruct_L20_U3740_D2,Llama-3.1-8B-Instruct,20,3740,2,"Financial transactions, conditions, services, and situations",0.655,0.4543435929355321,0.0913857262448527
Llama-3.1-8B-Instruct_L20_U3740_D3,Llama-3.1-8B-Instruct,20,3740,3,"Items or services related to heating, plumbing, or cooling, sometimes within the context of home repair, maintenance, or purchasing",0.6096,0.3656505426866204,0.2326682299339482
Llama-3.1-8B-Instruct_L20_U3740_D4,Llama-3.1-8B-Instruct,20,3740,4,"Items related to crafts, food preparation, or hobbies, especially when describing a process or providing instructions",0.4173,-0.1317022069646496,0.3678826966552325
Llama-3.1-8B-Instruct_L20_U3740_D5,Llama-3.1-8B-Instruct,20,3740,5,"Concepts of coldness, fewness, and worry, or questioning in relation to a specific event or topic",0.215,-0.909414815024286,0.0019063758149783
Llama-3.1-8B-Instruct_L20_U5188_D1,Llama-3.1-8B-Instruct,20,5188,1,"Discussions of groups of students or trainees, often in educational or professional settings",0.7876000000000001,0.6609821584597859,0.0017316547846855
Llama-3.1-8B-Instruct_L20_U5188_D2,Llama-3.1-8B-Instruct,20,5188,2,"Positive qualities or positive actions related to personal care, food, or animals",0.5803,0.1290342002271307,0.381955329080166
Llama-3.1-8B-Instruct_L20_U5188_D3,Llama-3.1-8B-Instruct,20,5188,3,"Sports matches, legal cases, political events, personal stories, and everyday life events are all mentioned in the provided texts.  The highlighted sections focus on places, people, events, and key actions or states related to these narratives",0.5764,0.1192373827721418,0.4055162531198171
Llama-3.1-8B-Instruct_L20_U5188_D4,Llama-3.1-8B-Instruct,20,5188,4,"Access to or use of services, including information about accounts, features, or offers",0.5367,0.0537892359938631,0.6896791345852162
Llama-3.1-8B-Instruct_L20_U5188_D5,Llama-3.1-8B-Instruct,20,5188,5,"Items with specifications or characteristics, including size, color, materials, and usage, sometimes related to brand names or locations",0.4826,-0.0832223903292957,0.8500748337480704
Llama-3.1-8B-Instruct_L20_U5424_D1,Llama-3.1-8B-Instruct,20,5424,1,"Conditional actions in card games, particularly locking cards and moving them between zones (soul, hand, etc.)",0.9992,3.062058540206746,5.3855793014570985e-08
Llama-3.1-8B-Instruct_L20_U5424_D2,Llama-3.1-8B-Instruct,20,5424,2,"Numerical values, often combined with words or abbreviations, inside text related to dates, times, locations, or codes",0.9885,1.5871251118907002,1.029075356074078e-07
Llama-3.1-8B-Instruct_L20_U5424_D3,Llama-3.1-8B-Instruct,20,5424,3,"A specialized domain vocabulary related to technical descriptions of a specific concept or entity within respective domains, including photography exhibition space, solar flares, historiography, energy consulting, ringtones, linguistics, university applications, medical conditions, biodiversity, software features, legislative bills, mobile applications, academic research, tax deductions, business awards, recruitment services, virtual reality documentaries, and plant viruses",0.9812,1.5418316064122763,1.5886076638599305e-07
